date,temp_mean,temp_min,temp_max,rain_mm,pressure_early,pressure_late,wind_mean,wind_max,wind_dir,sun_hours,sunrise,sunset,daylength,daylength_difference,at_start,at_end,nt_start,nt_end,ct_start,ct_end,sn_time,sn_mil_km
2012-09-05,12.7,9.4,16.2,0.0,1026,1025,3.6,23,SSW,2.5,06:25:00,19:55:00,0 days 13:30:11,,04:04:00,22:15:00,04:58:00,21:21:00,05:46:00,20:34:00,13:11:00,150.806
2012-09-06,13.3,8.8,16.9,0.0,1013,1016,6.9,37,SSW,0,06:27:00,19:53:00,0 days 13:25:38,,04:07:00,22:12:00,05:01:00,21:18:00,05:48:00,20:31:00,13:10:00,150.769
2012-09-07,16.5,11.8,20.5,0.0,1018,1017,4.8,20,SSW,6.83,06:29:00,19:50:00,0 days 13:21:04,,04:10:00,22:08:00,05:03:00,21:15:00,05:50:00,20:28:00,13:10:00,150.732
2012-09-08,15.3,13.9,21.9,0.0,1014,1009,5.7,25,SSW,24.5,06:31:00,19:47:00,0 days 13:16:30,,04:13:00,22:05:00,05:05:00,21:12:00,05:53:00,20:26:00,13:10:00,150.695
2012-09-09,11.8,5.1,17.9,0.4,1000,996,2.9,22,S,,06:33:00,19:45:00,0 days 13:11:55,,04:16:00,22:01:00,05:08:00,21:09:00,05:55:00,20:23:00,13:09:00,150.657
2012-09-10,8.3,10.5,12.2,1.0,1001,1001,2.1,17,SSW,,06:35:00,19:42:00,0 days 13:07:20,,04:18:00,21:57:00,05:10:00,21:06:00,05:57:00,20:20:00,13:09:00,150.619
2012-09-11,7.6,2.8,11.8,1.0,1003,1005,6.3,30,SSW,,06:37:00,19:39:00,0 days 13:02:46,,04:21:00,21:54:00,05:12:00,21:03:00,05:59:00,20:17:00,13:09:00,150.581
2012-09-12,8.7,4.4,13.1,2.5,1009,1015,3.9,20,N,,06:39:00,19:37:00,0 days 12:58:10,,04:24:00,21:51:00,05:15:00,21:00:00,06:01:00,20:15:00,13:08:00,150.542
2012-09-13,10.4,3.9,14.6,1.8,1004,993,11.1,41,SSW,,06:41:00,19:34:00,0 days 12:53:35,,04:27:00,21:47:00,05:17:00,20:57:00,06:03:00,20:12:00,13:08:00,150.503
2012-09-14,11.6,8.5,15,0.0,1001,1009,8.6,30,N,,06:43:00,19:32:00,0 days 12:49:00,,04:29:00,21:44:00,05:19:00,20:54:00,06:05:00,20:09:00,13:08:00,150.463
2012-09-15,14.1,9.6,17.5,0.0,1007,1002,9,32,SSW,,06:44:00,19:29:00,0 days 12:44:24,,04:32:00,21:40:00,05:21:00,20:52:00,06:07:00,20:06:00,13:07:00,150.423
2012-09-16,10.8,9.7,15.5,0.4,999,1001,5.3,32,SSW,2.55,06:46:00,19:26:00,0 days 12:39:48,,04:35:00,21:37:00,05:24:00,20:49:00,06:09:00,20:04:00,13:07:00,150.383
2012-09-17,9.3,4.7,14.2,5.1,999,1000,4.8,28,SSW,3.32,06:48:00,19:24:00,0 days 12:35:12,,04:37:00,21:34:00,05:26:00,20:46:00,06:11:00,20:01:00,13:07:00,150.342
2012-09-18,7.6,4,11.3,3.6,1008,1014,3.1,24,SW,3.78,06:50:00,19:21:00,0 days 12:30:36,,04:40:00,21:31:00,05:28:00,20:43:00,06:13:00,19:58:00,13:06:00,150.3
2012-09-19,7.4,2.6,12.1,2.5,1016,1015,2.3,22,SSW,3.1,06:52:00,19:18:00,0 days 12:26:00,,04:42:00,21:27:00,05:30:00,20:40:00,06:15:00,19:55:00,13:06:00,150.258
2012-09-20,7,2.1,12.5,0.8,1015,1018,0.5,9,ENE,0.95,06:54:00,19:16:00,0 days 12:21:24,,04:45:00,21:24:00,05:32:00,20:37:00,06:17:00,19:53:00,13:06:00,150.216
2012-09-21,5.7,0.4,10.4,1.2,1019,1021,1,16,N,1.71,06:56:00,19:13:00,0 days 12:16:48,,04:47:00,21:21:00,05:35:00,20:34:00,06:19:00,19:50:00,13:05:00,150.174
2012-09-22,5.9,2.9,13.2,0.0,1020,1018,0.8,17,NE,6.93,06:58:00,19:10:00,0 days 12:12:11,,04:50:00,21:18:00,05:37:00,20:31:00,06:21:00,19:47:00,13:05:00,150.131
2012-09-23,5.1,-3.4,13.2,0.1,1012,1008,3.3,20,ESE,5.2,07:00:00,19:08:00,0 days 12:07:35,,04:52:00,21:15:00,05:39:00,20:29:00,06:23:00,19:45:00,13:04:00,150.088
2012-09-24,8.2,8.9,11.8,11.6,1000,995,6,31,NE,16.91,07:02:00,19:05:00,0 days 12:02:59,,04:55:00,21:12:00,05:41:00,20:26:00,06:25:00,19:42:00,13:04:00,150.045
2012-09-25,9,7.4,10.8,19.7,990,997,8.1,35,N,,07:04:00,19:02:00,0 days 11:58:22,,04:57:00,21:09:00,05:43:00,20:23:00,06:27:00,19:39:00,13:04:00,150.002
2012-09-26,9.6,7.4,12.9,3.2,1001,1004,2.2,14,N,,07:06:00,19:00:00,0 days 11:53:46,,04:59:00,21:06:00,05:45:00,20:20:00,06:29:00,19:37:00,13:03:00,149.959
2012-09-27,8.3,9.5,10.9,-1.0,1004,999,3.9,21,SSW,,07:08:00,18:57:00,0 days 11:49:10,,05:02:00,21:03:00,05:47:00,20:17:00,06:31:00,19:34:00,13:03:00,149.915
2012-09-28,9.4,9.9,12.6,0.7,998,1000,8.4,33,SSW,,07:10:00,18:54:00,0 days 11:44:34,,05:04:00,21:00:00,05:49:00,20:15:00,06:33:00,19:31:00,13:03:00,149.872
2012-09-29,9.6,5.9,12.6,1.4,1008,1006,5.9,24,SSW,,07:12:00,18:52:00,0 days 11:39:58,,05:06:00,20:57:00,05:51:00,20:12:00,06:35:00,19:29:00,13:02:00,149.829
2012-09-30,12.8,5.4,16.4,1.0,999,999,8,32,SSW,,07:14:00,18:49:00,0 days 11:35:22,,05:08:00,20:54:00,05:53:00,20:09:00,06:37:00,19:26:00,13:02:00,149.787
2012-10-01,9.6,5.1,13.8,0.1,998,997,1.5,23,SSW,1.61,07:16:00,18:47:00,0 days 11:30:46,,05:11:00,20:51:00,05:56:00,20:07:00,06:39:00,19:23:00,13:02:00,149.744
2012-10-02,7.2,1.7,12.3,1.8,995,991,1.5,21,NE,0.95,07:18:00,18:44:00,0 days 11:26:10,,05:13:00,20:48:00,05:58:00,20:04:00,06:41:00,19:21:00,13:01:00,149.701
2012-10-03,7.1 ,0.4,10.4,0.0,994,999,1.7,19,SSW,0.82,07:20:00,18:41:00,0 days 11:21:34,,05:15:00,20:46:00,06:00:00,20:01:00,06:43:00,19:18:00,13:01:00,149.659
2012-10-04,5.1,1.6,10.9,0.1,1002,999,2,18,SSW,1.35,07:22:00,18:39:00,0 days 11:16:58,,05:17:00,20:43:00,06:02:00,19:59:00,06:45:00,19:16:00,13:01:00,149.616
2012-10-05,6.8,-3,12.9,2.7,1001,1005,1.5,15,S,16.7,07:24:00,18:36:00,0 days 11:12:23,,05:19:00,20:40:00,06:04:00,19:56:00,06:47:00,19:13:00,13:01:00,149.574
2012-10-06,6.5,1.7,12.9,0.7,1012,1018,3.3,21,SSW,,07:26:00,18:34:00,0 days 11:07:47,,05:22:00,20:37:00,06:06:00,19:54:00,06:49:00,19:11:00,13:00:00,149.532
2012-10-07,6,-2.6,13.4,0.3,1021,1019,1.5,16,SSW,,07:28:00,18:31:00,0 days 11:03:12,,05:24:00,20:35:00,06:08:00,19:51:00,06:51:00,19:08:00,13:00:00,149.49
2012-10-08,3.4,3.9,11.2,0.0,1016,1019,1.8,19,SE,,07:30:00,18:28:00,0 days 10:58:37,,05:26:00,20:32:00,06:10:00,19:48:00,06:53:00,19:06:00,13:00:00,149.448
2012-10-09,4.2,-5.4,11.2,0.0,1018,1017,0.7,13,WNW,,07:32:00,18:26:00,0 days 10:54:02,,05:28:00,20:29:00,06:12:00,19:46:00,06:55:00,19:03:00,12:59:00,149.406
2012-10-10,5.6,-0.6,12.6,0.0,1013,1007,0.1,5,SW,8.54,07:34:00,18:23:00,0 days 10:49:27,,05:30:00,20:27:00,06:14:00,19:43:00,06:57:00,19:01:00,12:59:00,149.364
2012-10-11,7.2,-2.3,15.7,5.1,1003,1004,4.5,23,ESE,0.66,07:36:00,18:21:00,0 days 10:44:53,,05:32:00,20:24:00,06:16:00,19:41:00,06:59:00,18:58:00,12:59:00,149.322
2012-10-12,8.6,9,14.6,18.8,997,997,2.3,20,ENE,0,07:38:00,18:18:00,0 days 10:40:19,,05:34:00,20:22:00,06:18:00,19:38:00,07:01:00,18:56:00,12:59:00,149.28
2012-10-13,8.1,6.2,10.2,1.0,1001,1002,0.9,13,NNE,0.24,07:40:00,18:16:00,0 days 10:35:46,,05:36:00,20:19:00,06:20:00,19:36:00,07:03:00,18:53:00,12:58:00,149.237
2012-10-14,6,4.6,10.5,4.6,1006,1002,2.1,17,N,1.1,07:42:00,18:13:00,0 days 10:31:12,,05:38:00,20:17:00,06:22:00,19:34:00,07:05:00,18:51:00,12:58:00,149.195
2012-10-15,2.7,0.9,7.6,5.2,997,996,0.9,11,SE,1.2,07:44:00,18:11:00,0 days 10:26:40,,05:40:00,20:14:00,06:24:00,19:31:00,07:07:00,18:48:00,12:58:00,149.153
2012-10-16,0.5,-2.6,4.6,0.0,995,1000,0.2,8,SE,0.45,07:46:00,18:08:00,0 days 10:22:07,,05:42:00,20:12:00,06:25:00,19:29:00,07:08:00,18:46:00,12:58:00,149.11
2012-10-17,0.4,-4.1,6,5.1,996,998,1.2,11,NE,0,07:48:00,18:06:00,0 days 10:17:35,,05:44:00,20:10:00,06:27:00,19:26:00,07:10:00,18:44:00,12:58:00,149.068
2012-10-18,6.2,-3.1,8.4,5.9,1001,1007,0.6,10,N,0,07:50:00,18:03:00,0 days 10:13:04,,05:46:00,20:07:00,06:29:00,19:24:00,07:12:00,18:41:00,12:57:00,149.025
2012-10-19,5.8,4.4,7.8,2.6,1010,1008,1.1,14,N,0,07:52:00,18:01:00,0 days 10:08:34,,05:48:00,20:05:00,06:31:00,19:22:00,07:14:00,18:39:00,12:57:00,148.982
2012-10-20,5.6,3.5,9.7,0.0,1012,1017,0.6,11,SSW,0.34,07:54:00,17:59:00,0 days 10:04:04,,05:50:00,20:03:00,06:33:00,19:20:00,07:16:00,18:37:00,12:57:00,148.94
2012-10-21,5.7,-0.1,13.6,0.0,1021,1025,0.9,13,SE,7.92,07:57:00,17:56:00,0 days 09:59:34,,05:52:00,20:00:00,06:35:00,19:17:00,07:18:00,18:34:00,12:57:00,148.897
2012-10-22,4.1,-1.5,10.4,0.0,1028,1030,0.1,6,SSW,9.27,07:59:00,17:54:00,0 days 09:55:06,,05:54:00,19:58:00,06:37:00,19:15:00,07:20:00,18:32:00,12:57:00,148.855
2012-10-23,5.1,-1,11.5,0.1,1031,1031,0.1,3,SSW,,08:01:00,17:51:00,0 days 09:50:38,,05:56:00,19:56:00,06:39:00,19:13:00,07:22:00,18:30:00,12:57:00,148.812
2012-10-24,3.1,-1,7.5,0.9,1029,1025,0.1,5,NE,,08:03:00,17:49:00,0 days 09:46:11,,05:58:00,19:54:00,06:41:00,19:11:00,07:24:00,18:28:00,12:56:00,148.771
2012-10-25,3.3,-0.2,7.2,0.3,1025,1026,2.2,22,N,,08:05:00,17:47:00,0 days 09:41:45,,06:00:00,19:52:00,06:43:00,19:09:00,07:26:00,18:25:00,12:56:00,148.729
2012-10-26,0.7,-1,3.6,3.1,1021,1023,3.6,25,N,2.07,08:07:00,17:44:00,0 days 09:37:20,,06:02:00,19:49:00,06:45:00,19:07:00,07:28:00,18:23:00,12:56:00,148.688
2012-10-27,2,-1.7,6.7,5.0,1021,1009,4.2,18,SSW,1.39,08:09:00,17:42:00,0 days 09:32:57,,06:04:00,19:47:00,06:47:00,19:05:00,07:30:00,18:21:00,12:56:00,148.647
2012-10-28,6.4,1,8.6,2.6,999,1005,3,17,N,0,07:11:00,16:40:00,0 days 09:28:34,,05:06:00,18:45:00,05:49:00,18:03:00,06:32:00,17:19:00,11:56:00,148.607
2012-10-29,2.5,3.1,4.1,0.8,1008,1002,2.2,12,N,0.94,07:13:00,16:38:00,0 days 09:24:12,,05:07:00,18:43:00,05:50:00,18:01:00,06:34:00,17:17:00,11:56:00,148.567
2012-10-30,3.8,-0.1,6.9,1.2,990,997,4,30,S,0.05,07:16:00,16:35:00,0 days 09:19:52,,05:09:00,18:41:00,05:52:00,17:59:00,06:36:00,17:15:00,11:56:00,148.528
2012-10-31,2.8,2.3,4.8,0.5,974,975,1.2,19,SSE,0.64,07:18:00,16:33:00,0 days 09:15:33,,05:11:00,18:40:00,05:54:00,17:57:00,06:38:00,17:13:00,11:56:00,148.489
2012-11-01,-0.2,-3.1,2.8,0.0,973,971,0.7,17,NW,0,07:20:00,16:31:00,0 days 09:11:16,,05:13:00,18:38:00,05:56:00,17:55:00,06:40:00,17:11:00,11:56:00,148.451
2012-11-02,2.3,-3.5,6.1,0.0,974,985,3.6,19,SSE,1.9,07:22:00,16:29:00,0 days 09:07:00,,05:15:00,18:36:00,05:58:00,17:53:00,06:42:00,17:09:00,11:56:00,148.413
2012-11-03,0.8,-4.6,6.2,0.0,988,990,2.1,19,E,2.91,07:24:00,16:27:00,0 days 09:02:46,,05:17:00,18:34:00,06:00:00,17:51:00,06:44:00,17:07:00,11:56:00,148.375
2012-11-04,2.1,-3.1,6.6,0.0,994,1003,0.3,11,SE,3.14,07:26:00,16:25:00,0 days 08:58:33,,05:18:00,18:32:00,06:02:00,17:49:00,06:46:00,17:05:00,11:56:00,148.339
2012-11-05,1.3,-2.8,7.8,2.8,1008,1014,1,12,SE,0.56,07:28:00,16:23:00,0 days 08:54:23,,05:20:00,18:31:00,06:03:00,17:47:00,06:48:00,17:03:00,11:56:00,148.302
2012-11-06,6.3,-2,10.4,0.3,1010,1014,7.1,24,WSW,0,07:30:00,16:21:00,0 days 08:50:14,,05:22:00,18:29:00,06:05:00,17:46:00,06:50:00,17:01:00,11:56:00,148.266
2012-11-07,9.1,7.2,11.4,0.0,1010,1005,9.6,32,SSW,0.85,07:33:00,16:19:00,0 days 08:46:07,,05:24:00,18:27:00,06:07:00,17:44:00,06:52:00,16:59:00,11:56:00,148.231
2012-11-08,6.5,7.1,9,0.0,1009,1005,7.1,28,SW,0.77,07:35:00,16:17:00,0 days 08:42:02,,05:26:00,18:26:00,06:09:00,17:42:00,06:54:00,16:58:00,11:56:00,148.195
2012-11-09,5.4,3.8,8.9,0.6,994,990,7.3 ,31,SSW,2.82,07:37:00,16:15:00,0 days 08:38:00,,05:27:00,18:24:00,06:11:00,17:41:00,06:56:00,16:56:00,11:56:00,148.161
2012-11-10,3.8,0.5,7,0.4,998,994,3,17,SSW,1.16,07:39:00,16:13:00,0 days 08:34:00,,05:29:00,18:23:00,06:13:00,17:39:00,06:58:00,16:54:00,11:56:00,148.126
2012-11-11,1.4,1.9,5.4,0.0,1016,1014,2.9,18,SSW,0.68,07:41:00,16:11:00,0 days 08:30:03,,05:31:00,18:21:00,06:14:00,17:38:00,06:59:00,16:52:00,11:56:00,148.092
2012-11-12,1.4,-5.5,8.3,1.8,1011,1010,1.2,23,SSW,10.41,07:43:00,16:09:00,0 days 08:26:08,,05:32:00,18:20:00,06:16:00,17:36:00,07:01:00,16:51:00,11:56:00,148.058
2012-11-13,7.2,-3.4,13.9,0.4,1010,1016,4,32,SSW,,07:45:00,16:07:00,0 days 08:22:16,,05:34:00,18:18:00,06:18:00,17:35:00,07:03:00,16:49:00,11:57:00,148.024
2012-11-14,5,3.2,9.4,0.0,1020,1022,2.1,18,SSW,,07:47:00,16:06:00,0 days 08:18:28,,05:36:00,18:17:00,06:20:00,17:33:00,07:05:00,16:48:00,11:57:00,147.991
2012-11-15,3.1,-2.2,8.6,0.0,1020,1012,3.3,25,S,,07:49:00,16:04:00,0 days 08:14:42,,05:37:00,18:16:00,06:21:00,17:32:00,07:07:00,16:46:00,11:57:00,147.957
2012-11-16,5.4,-2.1,8.5,1.7,1009,1004,2.3,22,SSE,,07:51:00,16:02:00,0 days 08:10:59,,05:39:00,18:14:00,06:23:00,17:31:00,07:09:00,16:45:00,11:57:00,147.924
2012-11-17,1.2,-2.2,4.7,0.2,1001,1001,3,22,SSW,,07:53:00,16:01:00,0 days 08:07:20,,05:41:00,18:13:00,06:25:00,17:29:00,07:11:00,16:43:00,11:57:00,147.892
2012-11-18,2.1,-2.2,8.7,1.8,1006,1005,3.9,22,SSW,5.89,07:55:00,15:59:00,0 days 08:03:45,,05:42:00,18:12:00,06:26:00,17:28:00,07:12:00,16:42:00,11:58:00,147.859
2012-11-19,6.4,-0.2,12.7,0.1,990,992,7.9,28,SSW,0.8,07:57:00,15:58:00,0 days 08:00:13,,05:44:00,18:11:00,06:28:00,17:27:00,07:14:00,16:41:00,11:58:00,147.828
2012-11-20,8.8,5.1,12.2,0.0,996,994,7.2,32,SE,1.39,07:59:00,15:56:00,0 days 07:56:45,,05:46:00,18:10:00,06:30:00,17:26:00,07:16:00,16:39:00,11:58:00,147.796
2012-11-21,2.6,1,10,0.1,1003,1002,2.8,22,SSW,2.06,08:01:00,15:55:00,0 days 07:53:22,,05:47:00,18:09:00,06:31:00,17:25:00,07:18:00,16:38:00,11:58:00,147.765
2012-11-22,4.9,-2.1,9.5,1.7,991,990,7.2,40,SSE,0,08:03:00,15:53:00,0 days 07:50:02,,05:49:00,18:08:00,06:33:00,17:24:00,07:20:00,16:37:00,11:59:00,147.735
2012-11-23,1.8,-1.4,5,0.0,998,1006,4.3,24,SSW,4.89,08:05:00,15:52:00,0 days 07:46:48,,05:50:00,18:07:00,06:34:00,17:23:00,07:21:00,16:36:00,11:59:00,147.705
2012-11-24,-0.3,-2.5,2,0.4,1012,1009,0.8,11,SSW,3.39,08:07:00,15:51:00,0 days 07:43:37,,05:52:00,18:06:00,06:36:00,17:22:00,07:23:00,16:35:00,11:59:00,147.676
2012-11-25,3,-2.8,3.2,3.3,1002,1004,0.4,11,N,0,08:09:00,15:49:00,0 days 07:40:32,,05:53:00,18:05:00,06:38:00,17:21:00,07:25:00,16:34:00,11:59:00,147.648
2012-11-26,3.3,0.1,4.4,8.7,1009,1012,3.4,24,N,0,08:11:00,15:48:00,0 days 07:37:31,,05:54:00,18:04:00,06:39:00,17:20:00,07:26:00,16:33:00,12:00:00,147.621
2012-11-27,2.9,2.1,4.2,7.7,1017,1020,4.1,16,N,0,08:13:00,15:47:00,0 days 07:34:36,,05:56:00,18:04:00,06:40:00,17:19:00,07:28:00,16:32:00,12:00:00,147.594
2012-11-28,0.8,1.1,2,0.2,1020,1020,1.1,13,N,0.04,08:14:00,15:46:00,0 days 07:31:46,,05:57:00,18:03:00,06:42:00,17:18:00,07:29:00,16:31:00,12:00:00,147.568
2012-11-29,-1.3,-3.6,-0.3,0.5,1016,1011,0.1,3,SW,2.19,08:16:00,15:45:00,0 days 07:29:02,,05:59:00,18:02:00,06:43:00,17:18:00,07:31:00,16:30:00,12:01:00,147.543
2012-11-30,-1.7,-4.8,0.6,4.0,1012,1012,0.1,4,SW,0.59,08:18:00,15:44:00,0 days 07:26:23,,06:00:00,18:02:00,06:45:00,17:17:00,07:32:00,16:29:00,12:01:00,147.519
2012-12-01,-0.1,-2.5,1.1,0.6,1015,1014,1.7,12,SSE,2.09,08:19:00,15:43:00,0 days 07:23:50,,06:01:00,18:01:00,06:46:00,17:16:00,07:34:00,16:29:00,12:01:00,147.495
2012-12-02,-3.1,-4.6,1.2,1.9,1015,1011,0.5,13,S,3.75,08:21:00,15:42:00,0 days 07:21:24,,06:02:00,18:01:00,06:47:00,17:16:00,07:35:00,16:28:00,12:02:00,147.472
2012-12-03,0.6,-6,1.3,7.2,999,997,2,20,SSW,0,08:23:00,15:42:00,0 days 07:19:03,,06:04:00,18:00:00,06:49:00,17:15:00,07:37:00,16:27:00,12:02:00,147.45
2012-12-04,-0.1,0.2,1.2,5.7,1000,1007,1,17,N,0,08:24:00,15:41:00,0 days 07:16:49,,06:05:00,18:00:00,06:50:00,17:15:00,07:38:00,16:27:00,12:03:00,147.429
2012-12-05,-5,-1.4,2.4,0.0,1011,1014,2.5,16,W,0.08,08:26:00,15:40:00,0 days 07:14:42,,06:06:00,18:00:00,06:51:00,17:15:00,07:39:00,16:26:00,12:03:00,147.409
2012-12-06,-3.8,-10.3,2.7,4.3,999,993,2.5,29,S,0,08:27:00,15:40:00,0 days 07:12:41,,06:07:00,17:59:00,06:52:00,17:14:00,07:41:00,16:26:00,12:03:00,147.389
2012-12-07,0.9,-3,2.8,6.2,1004,1018,3.3,21,N,0,08:28:00,15:39:00,0 days 07:10:48,,06:08:00,17:59:00,06:54:00,17:14:00,07:42:00,16:25:00,12:04:00,147.37
2012-12-08,2.3,-2.3,5.6,2.1,1018,1011,5.8,33,N,7.16,08:30:00,15:39:00,0 days 07:09:01,,06:09:00,17:59:00,06:55:00,17:14:00,07:43:00,16:25:00,12:04:00,147.352
2012-12-09,3.2,0.7,4.6,4.3,1010,1021,9.8,32,SSW,,08:31:00,15:38:00,0 days 07:07:22,,06:10:00,17:59:00,06:56:00,17:14:00,07:44:00,16:25:00,12:05:00,147.334
2012-12-10,1,-0.1,0.9,0.0,1028,1032,1.1,12,SSW,,08:32:00,15:38:00,0 days 07:05:50,,06:11:00,17:59:00,06:57:00,17:13:00,07:46:00,16:25:00,12:05:00,147.316
2012-12-11,-2.4,-5.4,-1.1,0.0,1032,1027,0.1,4,SSW,,08:33:00,15:38:00,0 days 07:04:26,,06:12:00,17:59:00,06:58:00,17:13:00,07:47:00,16:25:00,12:06:00,147.3
2012-12-12,-3.6,-8.2,-0.8,0.0,1019,1012,0.1,4,SSW,,08:35:00,15:38:00,0 days 07:03:09,,06:13:00,17:59:00,06:59:00,17:13:00,07:48:00,16:25:00,12:06:00,147.283
2012-12-13,-4.5,-11.1,2.4,1.4,1007,1001,0.2,16,SSW,,08:36:00,15:38:00,0 days 07:02:00,,06:14:00,17:59:00,07:00:00,17:13:00,07:49:00,16:25:00,12:07:00,147.268
2012-12-14,2.3,-11,4.3,11.1,989,975,7.9,37,ENE,,08:37:00,15:38:00,0 days 07:00:59,,06:15:00,17:59:00,07:01:00,17:14:00,07:49:00,16:25:00,12:07:00,147.252
2012-12-15,2.8,0.9,4.3,0.0,975,984,4.8,23,SSW,,08:38:00,15:38:00,0 days 07:00:06,,06:16:00,17:59:00,07:01:00,17:14:00,07:50:00,16:25:00,12:08:00,147.238
2012-12-16,0.5,-2.3,2.9,0.3,991,994,0.5,7,S,,08:38:00,15:38:00,0 days 06:59:21,,06:17:00,18:00:00,07:02:00,17:14:00,07:51:00,16:25:00,12:08:00,147.223
2012-12-17,1.1,2.1,4.6,0.2,997,1006,1.4,12,NNE,,08:39:00,15:38:00,0 days 06:58:44,,06:17:00,18:00:00,07:03:00,17:14:00,07:52:00,16:25:00,12:09:00,147.209
2012-12-18,-0.1,0.7,5,0.2,1016,1020,0.1,5,WSW,0,08:40:00,15:38:00,0 days 06:58:15,,06:18:00,18:00:00,07:04:00,17:15:00,07:53:00,16:25:00,12:09:00,147.196
2012-12-19,2.1,-3.9,5.7,0.1,1016,1012,9.6,44,SE,0,08:41:00,15:39:00,0 days 06:57:55,,06:19:00,18:01:00,07:04:00,17:15:00,07:53:00,16:26:00,12:10:00,147.184
2012-12-20,4.7,4.8,5.2,1.2,1007,1005,11.3,41,E,0,08:41:00,15:39:00,0 days 06:57:43,,06:19:00,18:01:00,07:05:00,17:15:00,07:54:00,16:26:00,12:10:00,147.172
2012-12-21,3.7,3.3,4.8,1.6,1010,1012,5,31,E,0,08:42:00,15:39:00,0 days 06:57:39,,06:20:00,18:02:00,07:05:00,17:16:00,07:54:00,16:27:00,12:11:00,147.161
2012-12-22,5,2.5,7.2,12.6,1002,991 ,18.8,46,ESE,0,08:42:00,15:40:00,0 days 06:57:44,,06:20:00,18:02:00,07:06:00,17:16:00,07:55:00,16:27:00,12:11:00,147.151
2012-12-23,5.8,3.7,6.7,2.0,979,990,10,41,SW,0.08,08:43:00,15:41:00,0 days 06:57:56,,06:21:00,18:03:00,07:06:00,17:17:00,07:55:00,16:28:00,12:12:00,147.142
2012-12-24,1.4,-2.3,1.9,0.7,993,987,1.5,21,SE,0,08:43:00,15:41:00,0 days 06:58:18,,06:21:00,18:03:00,07:07:00,17:18:00,07:56:00,16:29:00,12:12:00,147.133
2012-12-25,0.9,-3.2,4.2,2.3,985,989,2.4,20 ,SSW,0.7,08:43:00,15:42:00,0 days 06:58:47,,06:21:00,18:04:00,07:07:00,17:18:00,07:56:00,16:29:00,12:13:00,147.126
2012-12-26,0.1,-0.4,1.7,0.5,997,996,0.5,12,ESE,3.93,08:43:00,15:43:00,0 days 06:59:24,,06:22:00,18:05:00,07:07:00,17:19:00,07:56:00,16:30:00,12:13:00,147.119
2012-12-27,0.2,-4.3,4.8,0.2,1004,1011,2.2,16,NE,0,08:44:00,15:44:00,0 days 07:00:10,,06:22:00,18:05:00,07:07:00,17:20:00,07:56:00,16:31:00,12:14:00,147.113
2012-12-28,6.3,-1.4,12.2,0.0,997,986,9.5,41,SSW,0.17,08:44:00,15:45:00,0 days 07:01:04,,06:22:00,18:06:00,07:08:00,17:21:00,07:56:00,16:32:00,12:14:00,147.108
2012-12-29,5.8,4.5,7.5,0.0,985,983,11.5,50,SSW,0.58,08:44:00,15:46:00,0 days 07:02:06,,06:22:00,18:07:00,07:08:00,17:22:00,07:57:00,16:33:00,12:15:00,147.104
2012-12-30,2,0.2,9,3.3,986,989,8.4,29,SSW,0,08:43:00,15:47:00,0 days 07:03:16,,06:22:00,18:08:00,07:08:00,17:22:00,07:57:00,16:34:00,12:15:00,147.101
2012-12-31,4.7,1.2,8.1,0.5,976,994,6.9,34,SSW,0.07,08:43:00,15:48:00,0 days 07:04:33,,06:22:00,18:09:00,07:08:00,17:23:00,07:56:00,16:35:00,12:15:00,147.099
